var_name,n_clean,n_no_out,n_w_nm,n_w_nm_clean,sensor_X,sensor_Y,Wavelength_nm,Slope,Slope_log,Bias,Error,RMSE,MSA,MAPE
RHOW,5,4,4,3,HYPERPRO,PACE_V30,620,NA,NA,-13.88,13.88,2.63e-4,1.88e-4,19.89
RHOW,5,4,4,3,PACE_V30,HYPERPRO,620,0,-0,13.88,13.88,2.63e-4,1.88e-4,34.21
RHOW,5,4,4,2,HYPERPRO,PACE_V30,673,-0.31,-0.42,-30.48,63.36,2.42e-4,2.06e-4,39.14
RHOW,5,4,4,2,PACE_V30,HYPERPRO,673,-3.19,-2.4,30.48,63.36,2.42e-4,2.06e-4,66.64
RHOW,5,4,4,1,HYPERPRO,PACE_V30,700,NA,NA,NA,NA,NA,NA,NA
RHOW,5,4,4,1,PACE_V30,HYPERPRO,700,NA,NA,NA,NA,NA,NA,NA
RHOW,5,5,5,5,HYPERPRO,PACE_V31,380,0.21,0.18,6.56,8.02,0.008287,0.005835,16.37
RHOW,5,5,5,5,PACE_V31,HYPERPRO,380,0.07,0.06,-6.56,8.02,0.008287,0.005835,23.47
RHOW,5,5,5,5,HYPERPRO,PACE_V31,400,0.46,0.45,10.79,11.38,0.006729,0.00568,16.13
RHOW,5,5,5,5,PACE_V31,HYPERPRO,400,0.18,0.2,-10.79,11.38,0.006729,0.00568,18.21
RHOW,5,5,5,5,HYPERPRO,PACE_V31,412,0.58,0.61,8.29,8.45,0.006115,0.004625,13.01
RHOW,5,5,5,5,PACE_V31,HYPERPRO,412,0.22,0.25,-8.29,8.45,0.006115,0.004625,15.38
RHOW,5,5,5,5,HYPERPRO,PACE_V31,443,0.66,0.71,4.77,5.36,0.004298,0.003253,10.72
RHOW,5,5,5,5,PACE_V31,HYPERPRO,443,0.24,0.25,-4.77,5.36,0.004298,0.003253,12.38
RHOW,5,5,5,5,HYPERPRO,PACE_V31,490,-0.39,-0.4,6.22,7.63,0.002435,0.002058,10.53
RHOW,5,5,5,5,PACE_V31,HYPERPRO,490,-0.03,-0.03,-6.22,7.63,0.002435,0.002058,10.83
RHOW,5,5,5,5,HYPERPRO,PACE_V31,510,-5.72,-6.31,1.02,1.88,0.001614,0.001093,9.78
RHOW,5,5,5,5,PACE_V31,HYPERPRO,510,-0.06,-0.06,-1.02,1.88,0.001614,0.001093,11.24
RHOW,5,5,5,5,HYPERPRO,PACE_V31,560,-0.56,-0.57,3.97,6.19,9.39e-4,7.03e-4,15.23
RHOW,5,5,5,5,PACE_V31,HYPERPRO,560,-0.03,-0.02,-3.97,6.19,9.39e-4,7.03e-4,16.72
RHOW,5,5,5,5,HYPERPRO,PACE_V31,620,NA,NA,7.05,35.2,5.25e-4,4.21e-4,44.69
RHOW,5,5,5,5,PACE_V31,HYPERPRO,620,0,0,-7.05,35.2,5.25e-4,4.21e-4,193.62
RHOW,5,5,5,4,HYPERPRO,PACE_V31,673,-1.51,-1.13,48.27,128.26,4.49e-4,3.94e-4,109.1
RHOW,5,5,5,4,PACE_V31,HYPERPRO,673,-0.56,-0.69,-48.27,128.26,4.49e-4,3.94e-4,62.26
RHOW,5,5,5,4,HYPERPRO,PACE_V31,700,NA,NA,8.62,52.74,1.91e-4,1.44e-4,45.7
RHOW,5,5,5,4,PACE_V31,HYPERPRO,700,-0,-0,-8.62,52.74,1.91e-4,1.44e-4,55.77
